lang_column,Fancy,Tcl,XML,NewLisp,SourcePawn,ANTLR,OpenEdge ABL,Scilab,Puppet,Mercury,PHP,Nix,PostScript,C#,R,Slash,TeX,Liquid,GLSL,Pure Data,Genshi,Scala,GDB,Gettext Catalog,Roff,Perl,C++,Java,Protocol Buffer,XSLT,Verilog,Parrot,PLSQL,Eagle,SQLPL,PicoLisp,Mako,Self,Fortran,PLpgSQL,Elixir,Cycript,Logos,Clean,Mathematica,SaltStack,ColdFusion,AspectJ,Objective-C,Emacs Lisp,Vala,PureBasic,Rust,UnrealScript,JavaScript,Component Pascal,Haskell,DIGITAL Command Language,Mask,Clarion,Jasmin,IDL,F#,Rebol,Max,ASP,PigLatin,CSS,Gnuplot,OCaml,Rouge,ABAP,Go,Eiffel,GCC Machine Description,SystemVerilog,Awk,RenderScript,Smalltalk,JSONiq,Cuda,FLUX,Pascal,Crystal,Brightscript,ApacheConf,UrWeb,HCL,M,FreeMarker,Makefile,Stata,Arduino,Clojure,Processing,Bison,Hack,Common Lisp,Cucumber,Terra,LSL,Smali,NSIS,Nginx,Vim script,Alloy,Stan,Brainfuck,D,Groff,Nu,Racket,Dart,Lex,Batchfile,XC,Module Management System,Scheme,COBOL,Python,Xtend,E,TypeScript,Smarty,Swift,XS,HLSL,Coq,CMake,GDScript,Julia,Groovy,Shell,AutoHotkey,HTML,Lean,Handlebars,Hy,Harbour,VimL,Visual Basic,Idris,DTrace,QMake,XQuery,PureScript,AppleScript,Game Maker Language,MAXScript,Befunge,KiCad,GAP,Prolog,SuperCollider,Nim,Erlang,Assembly,Myghty,AGS Script,Lua,Inno Setup,Yacc,Cirru,Nemerle,C,OpenSCAD,CLIPS,PowerShell,Ragel in Ruby Host,Objective-C++,nesC,CoffeeScript,ActionScript,POV-Ray SDL,Vue,QML,Thrift,Jupyter Notebook,NetLogo,Bro,Standard ML,Ruby,Haxe,Matlab,Graphviz (DOT),Kotlin,SAS,Elm,M4,LLVM,Io,Perl6,Forth,Ada,MoonScript,VHDL,Agda,EmberScript,LiveScript
Standard ML,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,2.0,2.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,10.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ruby,1.0,7.0,1.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,42.0,4.0,3.0,15.0,31.0,1.0,26.0,5.0,5.0,0.0,0.0,20.0,0.0,0.0,1.0,50.0,72.0,68.0,12.0,11.0,4.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,0.0,0.0,2.0,0.0,4.0,0.0,108.0,7.0,4.0,0.0,9.0,0.0,298.0,1.0,12.0,2.0,4.0,0.0,0.0,3.0,2.0,1.0,1.0,0.0,2.0,272.0,0.0,10.0,1.0,4.0,19.0,4.0,1.0,1.0,7.0,0.0,2.0,4.0,2.0,0.0,7.0,1.0,1.0,5.0,1.0,1.0,1.0,5.0,68.0,0.0,0.0,13.0,1.0,0.0,0.0,8.0,16.0,0.0,4.0,0.0,6.0,1.0,2.0,2.0,0.0,1.0,8.0,13.0,0.0,4.0,4.0,2.0,32.0,0.0,1.0,8.0,4.0,111.0,1.0,0.0,6.0,6.0,55.0,1.0,1.0,0.0,9.0,0.0,10.0,11.0,214.0,4.0,245.0,3.0,1.0,3.0,0.0,7.0,7.0,0.0,1.0,0.0,5.0,1.0,2.0,0.0,0.0,0.0,0.0,4.0,9.0,0.0,0.0,14.0,20.0,0.0,0.0,11.0,0.0,5.0,4.0,0.0,78.0,4.0,1.0,12.0,3.0,6.0,0.0,92.0,10.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,3.0,1256.0,5.0,6.0,0.0,4.0,1.0,4.0,2.0,1.0,6.0,5.0,4.0,5.0,1.0,4.0,0.0,0.0,7.0
Haxe,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,1.0,5.0,4.0,0.0,5.0,4.0,5.0,0.0,0.0,5.0,0.0,0.0,0.0,6.0,8.0,7.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,4.0,0.0,5.0,0.0,7.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,1.0,4.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,7.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,4.0,4.0,9.0,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,9.0,4.0,8.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,6.0,0.0,1.0,4.0,0.0,3.0,4.0,0.0,4.0,0.0,1.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,18.0,4.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
Matlab,0.0,5.0,0.0,0.0,1.0,0.0,1.0,2.0,0.0,2.0,6.0,4.0,0.0,7.0,9.0,0.0,12.0,4.0,4.0,1.0,0.0,7.0,1.0,0.0,0.0,11.0,23.0,7.0,9.0,1.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,12.0,1.0,4.0,0.0,5.0,0.0,11.0,0.0,6.0,1.0,4.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,14.0,1.0,6.0,0.0,4.0,6.0,4.0,0.0,0.0,1.0,0.0,1.0,4.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,16.0,2.0,17.0,0.0,1.0,5.0,3.0,0.0,0.0,5.0,4.0,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,6.0,3.0,0.0,1.0,4.0,1.0,6.0,0.0,0.0,6.0,4.0,29.0,0.0,1.0,4.0,0.0,3.0,0.0,0.0,0.0,9.0,1.0,4.0,5.0,21.0,4.0,12.0,3.0,1.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,5.0,6.0,0.0,0.0,7.0,0.0,1.0,4.0,0.0,16.0,4.0,0.0,4.0,0.0,1.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,6.0,4.0,98.0,0.0,1.0,0.0,4.0,1.0,0.0,4.0,1.0,4.0,4.0,0.0,4.0,0.0,1.0,4.0
Graphviz (DOT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kotlin,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0
SAS,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Elm,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,8.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
M4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,3.0,2.0,2.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,2.0,7.0,21.0,2.0,1.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,12.0,4.0,0.0,0.0,0.0,1.0,9.0,0.0,2.0,4.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,8.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,7.0,0.0,0.0,0.0,2.0,11.0,1.0,1.0,2.0,0.0,18.0,0.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,8.0,1.0,0.0,0.0,20.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,4.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,1.0,10.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,20.0,0.0,1.0,2.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,46.0,1.0,0.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
LLVM,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
Io,1.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,1.0,4.0,4.0,1.0,4.0,4.0,5.0,0.0,0.0,6.0,0.0,0.0,0.0,5.0,5.0,5.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,4.0,1.0,4.0,0.0,4.0,0.0,5.0,0.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,6.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,4.0,0.0,4.0,0.0,0.0,5.0,4.0,6.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,6.0,3.0,1.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,5.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,0.0,4.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,12.0,1.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0
Perl6,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,2.0,1.0,0.0,4.0,1.0,0.0,1.0,14.0,8.0,5.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0,0.0,7.0,4.0,0.0,0.0,0.0,1.0,7.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,7.0,1.0,2.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0,3.0,6.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,0.0,1.0,13.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,1.0,6.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0,0.0,5.0,0.0,1.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Forth,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,6.0,6.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,6.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,6.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,4.0,1.0,0.0,0.0,4.0,0.0,6.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,1.0,2.0,0.0,4.0,4.0,7.0,4.0,7.0,3.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,4.0,2.0,0.0,4.0,0.0,3.0,4.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,14.0,4.0,0.0,4.0,0.0,0.0,4.0
Ada,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,5.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,5.0,5.0,5.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,1.0,4.0,0.0,4.0,0.0,5.0,0.0,4.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,4.0,0.0,4.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,5.0,0.0,1.0,5.0,4.0,5.0,0.0,0.0,4.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,4.0,4.0,5.0,4.0,5.0,3.0,1.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,0.0,5.0,0.0,1.0,4.0,0.0,1.0,4.0,1.0,4.0,0.0,1.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,4.0,0.0,1.0,1.0,4.0,1.0,1.0,4.0,0.0,4.0,10.0,0.0,4.0,0.0,0.0,4.0
MoonScript,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0
VHDL,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,4.0,3.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,4.0,4.0,0.0,8.0,0.0,0.0,4.0
