lang_column,Cuda,Nim,M,Swift,Java,QMake,PowerShell,Verilog,Slash,D,OCaml,POV-Ray SDL,XQuery,Bro,C,Elm,SQLPL,Max,Batchfile,Graphviz (DOT),LLVM,AutoHotkey,Scala,ColdFusion,AGS Script,Roff,Self,Io,Puppet,CSS,FreeMarker,Assembly,IDL,Scheme,Eiffel,COBOL,XML,VimL,Perl,Coq,Objective-C,OpenEdge ABL,Smarty,SuperCollider,NewLisp,KiCad,GDScript,Prolog,Clojure,SAS,Arduino,Lex,MoonScript,Myghty,Vim script,PostScript,Haskell,Gnuplot,C#,CoffeeScript,Pascal,HLSL,PHP,Alloy,Idris,CMake,Terra,GAP,PLSQL,Brightscript,Cirru,C++,Genshi,Tcl,Mathematica,Clarion,GCC Machine Description,Rebol,SaltStack,Haxe,Stan,UnrealScript,Mercury,PicoLisp,Groff,Emacs Lisp,Yacc,Pure Data,Hack,Bison,Groovy,Brainfuck,AppleScript,Logos,Befunge,Processing,Fortran,ANTLR,ActionScript,PLpgSQL,FLUX,Jasmin,Matlab,HTML,ASP,PigLatin,Protocol Buffer,LSL,EmberScript,Clean,GLSL,Rust,E,Ada,OpenSCAD,MAXScript,Visual Basic,ApacheConf,Awk,XS,Gettext Catalog,Hy,JavaScript,SystemVerilog,Dart,Lean,Smali,Nemerle,Mako,Racket,DIGITAL Command Language,AspectJ,Lua,Cucumber,Fancy,M4,Ragel in Ruby Host,R,TypeScript,Cycript,RenderScript,XSLT,Nginx,Julia,GDB,Scilab,Harbour,Stata,Eagle,NSIS,JSONiq,Python,Vue,Go,Kotlin,CLIPS,Xtend,Rouge,Crystal,PureBasic,ABAP,Handlebars,Module Management System,Parrot,Mask,Component Pascal,Agda,SourcePawn,Inno Setup,Erlang,NetLogo,UrWeb,Thrift,Common Lisp,Makefile,Forth,Nix,Jupyter Notebook,Smalltalk,Game Maker Language,VHDL,HCL,Liquid,Objective-C++,QML,Vala,Standard ML,Nu,TeX,nesC,PureScript,Elixir,LiveScript,F#,Shell,DTrace,XC,Perl6,Ruby
OCaml,0.0,0.0,1.0,3.0,9.0,0.0,5.0,4.0,1.0,5.0,40.0,0.0,4.0,0.0,6.0,4.0,0.0,0.0,5.0,0.0,0.0,4.0,7.0,4.0,0.0,0.0,0.0,5.0,0.0,6.0,2.0,5.0,0.0,5.0,4.0,4.0,0.0,1.0,8.0,0.0,6.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,7.0,4.0,4.0,0.0,8.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,10.0,0.0,6.0,2.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,2.0,3.0,1.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,5.0,0.0,0.0,0.0,6.0,6.0,1.0,0.0,4.0,4.0,0.0,0.0,5.0,5.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,1.0,0.0,2.0,7.0,1.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0,4.0,1.0,0.0,0.0,5.0,4.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,12.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,7.0,0.0,1.0,0.0,5.0,15.0,4.0,4.0,2.0,2.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,2.0,0.0,6.0,0.0,0.0,4.0,4.0,1.0,11.0,0.0,0.0,2.0,10.0
POV-Ray SDL,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
XQuery,0.0,0.0,0.0,2.0,5.0,1.0,4.0,4.0,0.0,4.0,4.0,1.0,14.0,0.0,1.0,4.0,0.0,0.0,6.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,7.0,2.0,5.0,0.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,0.0,0.0,0.0,4.0,6.0,1.0,0.0,4.0,4.0,0.0,0.0,5.0,4.0,0.0,4.0,4.0,0.0,5.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,1.0,0.0,4.0,5.0,0.0,0.0,2.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,5.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,1.0,5.0
Bro,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
C,22.0,0.0,6.0,14.0,104.0,5.0,23.0,2.0,0.0,6.0,6.0,1.0,1.0,1.0,1180.0,0.0,0.0,0.0,81.0,0.0,3.0,1.0,16.0,0.0,2.0,3.0,1.0,1.0,0.0,105.0,2.0,75.0,6.0,9.0,0.0,0.0,0.0,11.0,78.0,1.0,168.0,2.0,5.0,1.0,1.0,1.0,1.0,16.0,6.0,2.0,2.0,11.0,0.0,1.0,1.0,9.0,16.0,9.0,43.0,4.0,8.0,1.0,41.0,0.0,1.0,63.0,2.0,9.0,5.0,0.0,0.0,408.0,1.0,6.0,6.0,3.0,1.0,3.0,1.0,3.0,0.0,3.0,1.0,1.0,48.0,12.0,17.0,1.0,2.0,3.0,7.0,3.0,1.0,5.0,0.0,2.0,8.0,2.0,4.0,2.0,1.0,1.0,16.0,122.0,5.0,2.0,15.0,0.0,1.0,2.0,8.0,5.0,1.0,1.0,0.0,1.0,15.0,4.0,12.0,3.0,0.0,1.0,131.0,0.0,1.0,0.0,2.0,0.0,4.0,2.0,6.0,0.0,20.0,1.0,0.0,20.0,5.0,35.0,7.0,0.0,1.0,14.0,2.0,3.0,2.0,5.0,1.0,0.0,1.0,8.0,0.0,239.0,0.0,27.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,6.0,7.0,7.0,0.0,0.0,5.0,5.0,258.0,3.0,2.0,4.0,5.0,2.0,0.0,1.0,1.0,36.0,0.0,0.0,3.0,1.0,31.0,1.0,0.0,3.0,0.0,3.0,292.0,6.0,1.0,8.0,78.0
Elm,0.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,8.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0
SQLPL,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,1.0
Max,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Batchfile,4.0,0.0,1.0,4.0,77.0,1.0,25.0,4.0,1.0,5.0,5.0,2.0,6.0,0.0,81.0,4.0,3.0,0.0,434.0,0.0,2.0,4.0,20.0,4.0,0.0,2.0,0.0,4.0,2.0,108.0,8.0,25.0,3.0,7.0,4.0,4.0,0.0,3.0,40.0,0.0,41.0,1.0,3.0,0.0,0.0,1.0,0.0,7.0,5.0,2.0,0.0,4.0,0.0,1.0,0.0,4.0,8.0,2.0,33.0,14.0,8.0,1.0,33.0,0.0,0.0,19.0,1.0,6.0,9.0,1.0,4.0,80.0,1.0,6.0,3.0,1.0,1.0,3.0,1.0,5.0,0.0,1.0,0.0,0.0,22.0,11.0,5.0,0.0,0.0,0.0,16.0,2.0,1.0,3.0,0.0,3.0,1.0,4.0,11.0,4.0,1.0,0.0,6.0,127.0,8.0,2.0,14.0,4.0,1.0,0.0,8.0,4.0,0.0,5.0,4.0,1.0,16.0,12.0,4.0,1.0,0.0,0.0,114.0,0.0,4.0,3.0,2.0,1.0,3.0,1.0,5.0,0.0,11.0,6.0,0.0,11.0,0.0,21.0,16.0,0.0,0.0,12.0,3.0,4.0,0.0,2.0,0.0,0.0,0.0,9.0,4.0,111.0,0.0,14.0,1.0,1.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,0.0,4.0,0.0,0.0,4.0,6.0,5.0,0.0,0.0,4.0,7.0,91.0,6.0,4.0,6.0,3.0,1.0,4.0,0.0,4.0,12.0,1.0,4.0,2.0,0.0,18.0,0.0,0.0,5.0,4.0,3.0,154.0,4.0,0.0,6.0,32.0
Graphviz (DOT),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LLVM,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0
AutoHotkey,0.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,1.0,4.0,0.0,0.0,4.0,0.0,0.0,10.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,5.0,0.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,5.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0
Scala,2.0,0.0,1.0,6.0,69.0,0.0,4.0,4.0,1.0,7.0,7.0,0.0,4.0,0.0,16.0,4.0,0.0,0.0,20.0,0.0,0.0,4.0,222.0,4.0,0.0,0.0,0.0,6.0,0.0,41.0,4.0,7.0,0.0,6.0,4.0,4.0,0.0,0.0,20.0,0.0,8.0,0.0,1.0,1.0,2.0,0.0,1.0,3.0,10.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,10.0,0.0,12.0,10.0,5.0,0.0,12.0,0.0,0.0,4.0,1.0,3.0,3.0,0.0,4.0,22.0,1.0,5.0,3.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,0.0,1.0,8.0,5.0,2.0,1.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,5.0,0.0,0.0,0.0,7.0,28.0,1.0,1.0,12.0,4.0,0.0,0.0,5.0,7.0,1.0,4.0,4.0,0.0,6.0,1.0,1.0,0.0,0.0,1.0,39.0,1.0,6.0,3.0,0.0,0.0,1.0,2.0,1.0,0.0,7.0,4.0,1.0,1.0,1.0,17.0,6.0,1.0,0.0,6.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,1.0,4.0,56.0,0.0,9.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,8.0,6.0,28.0,4.0,4.0,6.0,1.0,0.0,4.0,0.0,4.0,1.0,0.0,4.0,0.0,0.0,11.0,0.0,0.0,6.0,4.0,1.0,61.0,1.0,0.0,4.0,20.0
ColdFusion,0.0,0.0,0.0,2.0,4.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,12.0,0.0,0.0,0.0,4.0,0.0,4.0,2.0,4.0,0.0,4.0,4.0,4.0,0.0,0.0,6.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,5.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,4.0,4.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0
AGS Script,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
Roff,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0
